so2_var,so2_r2
0.10973150048647207,0.10973150048647207
0.1505145755552013,0.1505145755552013
0.18347672714650864,0.18347672714650864
0.2298368388147446,0.2298368388147446
0.24142266792213174,0.24142266792213174
0.25329887663121986,0.25329887663121986
0.24078355673581242,0.24078355673581242
0.26083990568905435,0.26083990568905435
0.24002590652483569,0.24002590652483569
0.2648576202895677,0.2648576202895677
0.31102435700221354,0.31102435700221354
0.2769972594400004,0.2769972594400004
0.2905709872257253,0.2905709872257253
0.26722331319983217,0.26722331319983217
0.28706599255242693,0.28706599255242693
0.3137682791192906,0.3137682791192906
0.33269690887472825,0.33269690887472825
0.3381973280568067,0.3381973280568067
0.33994417758806084,0.33994417758806084
0.3631274047254781,0.3631274047254781
0.34745707759928135,0.34745707759928135
0.3799914794779615,0.3799914794779615
0.36625824721720623,0.36625824721720623
0.3636210426602934,0.3636210426602934
0.3776497701260434,0.3776497701260434
0.3910804482530428,0.3910804482530428
0.41000798099904745,0.41000798099904745
0.3725608760747031,0.3725608760747031
0.3774975373521866,0.3774975373521866
0.37972990107934,0.37972990107934
0.37454812422653627,0.37454812422653627
0.3950557718945221,0.3950557718945221
0.4468769378161559,0.4468769378161559
0.4133470017566978,0.4133470017566978
0.42453398629590533,0.42453398629590533
0.4048808390176305,0.4048808390176305
0.4589636965915507,0.4589636965915507
0.45712276513400707,0.45712276513400707
0.4211168675052296,0.4211168675052296
0.46502195683187586,0.46502195683187586
0.44801135617469656,0.44801135617469656
0.44773326781851075,0.44773326781851075
0.4371388347814764,0.4371388347814764
0.45061358393567086,0.45061358393567086
0.43652171260107264,0.43652171260107264
0.4773339654850999,0.4773339654850999
0.43385965899869505,0.43385965899869505
0.44769461990707127,0.44769461990707127
0.45130475863227293,0.45130475863227293
0.4570063176142164,0.4570063176142164
0.4843183262388523,0.4843183262388523
0.5179435967615178,0.5179435967615178
0.43720560742449033,0.43720560742449033
0.4646886182557658,0.4646886182557658
0.4792780359835902,0.4792780359835902
0.5007264635806872,0.5007264635806872
0.5035862223190843,0.5035862223190843
0.4830130900536924,0.4830130900536924
0.4858502973413351,0.4858502973413351
0.5045944000896725,0.5045944000896725
0.4959185107950367,0.4959185107950367
0.4766322338207739,0.4766322338207739
0.4653313333456448,0.4653313333456448
0.4794946655128688,0.4794946655128688
0.4833083049272485,0.4833083049272485
0.49512421905242754,0.49512421905242754
0.479016283062105,0.479016283062105
0.5045019540800133,0.5045019540800133
0.5386547500328327,0.5386547500328327
0.502449116226343,0.502449116226343
0.5101757519948587,0.5101757519948587
0.5200454146456743,0.5200454146456743
0.5173273963192448,0.5173273963192448
0.5143641174983914,0.5143641174983914
0.4899166536337616,0.4899166536337616
0.5173232234859282,0.5173232234859282
0.5202738158807658,0.5202738158807658
0.5578346019198248,0.5578346019198248
0.5342623765249925,0.5342623765249925
0.5315353433305711,0.5315353433305711
0.5301589308647998,0.5301589308647998
0.547623015374464,0.547623015374464
0.5212532579164291,0.5212532579164291
0.5321427838036102,0.5321427838036102
0.5399690735954515,0.5399690735954515
0.5394824677376359,0.5394824677376359
0.5462990560851406,0.5462990560851406
0.5654742643567581,0.5654742643567581
0.5467662284096899,0.5467662284096899
0.551115550231117,0.551115550231117
0.5490253857904484,0.5490253857904484
0.5872714336438922,0.5872714336438922
0.5491289138510875,0.5491289138510875
0.5804545042931096,0.5804545042931096
0.5564263373512224,0.5564263373512224
0.5455026636571072,0.5455026636571072
0.5730830971965069,0.5730830971965069
0.5695661966433693,0.5695661966433693
0.5709800505564895,0.5709800505564895
0.5593758781052811,0.5593758781052811
0.5798933151093395,0.5798933151093395
0.5885142564159251,0.5885142564159251
0.5642733394007939,0.5642733394007939
0.5932845646192351,0.5932845646192351
0.5802561343921169,0.5802561343921169
0.5653729344135019,0.5653729344135019
0.5912934993486365,0.5912934993486365
0.5930288681294704,0.5930288681294704
0.5964949528698111,0.5964949528698111
0.5746778047761514,0.5746778047761514
0.5710648568236047,0.5710648568236047
0.5811184850993568,0.5811184850993568
0.5789441756625394,0.5789441756625394
0.5923763001484967,0.5923763001484967
0.6035859458169802,0.6035859458169802
0.6012684626468839,0.6012684626468839
0.5929369392579542,0.5929369392579542
0.5818945583250205,0.5818945583250205
0.6225697888975512,0.6225697888975512
0.6146751026024069,0.6146751026024069
0.5937416650386664,0.5937416650386664
0.5818338885330225,0.5818338885330225
0.61819007572145,0.61819007572145
0.6096296178732598,0.6096296178732598
0.5993928260732568,0.5993928260732568
0.603136281327591,0.603136281327591
0.6019367166297249,0.6019367166297249
0.5949138348793047,0.5949138348793047
0.6196079025793871,0.6196079025793871
0.6066957399082934,0.6066957399082934
0.6132334018448272,0.6132334018448272
0.6061187373408896,0.6061187373408896
0.6178753684128464,0.6178753684128464
0.6318555129769136,0.6318555129769136
0.6043637476311834,0.6043637476311834
0.6195434458531037,0.6195434458531037
0.6131121299069211,0.6131121299069211
0.6156381292537549,0.6156381292537549
0.6170070750082619,0.6170070750082619
0.6196225505226889,0.6196225505226889
0.6194460687478904,0.6194460687478904
0.6178907747025142,0.6178907747025142
0.6307306917537734,0.6307306917537734
0.6411765340721813,0.6411765340721813
0.6348515594830197,0.6348515594830197
0.6326614586358154,0.6326614586358154
0.6138711857495667,0.6138711857495667
0.6322959302405952,0.6322959302405952
0.6349097552895412,0.6349097552895412
0.6275779455067181,0.6275779455067181
0.6291266076075999,0.6291266076075999
0.6368148200245995,0.6368148200245995
0.6118648666933768,0.6118648666933768
0.6224005439000126,0.6224005439000126
0.628492491979759,0.628492491979759
0.6193347192577636,0.6193347192577636
0.6352298649226026,0.6352298649226026
0.6208527460993414,0.6208527460993414
0.645178256171673,0.645178256171673
0.6312411554417823,0.6312411554417823
0.651418243869537,0.651418243869537
0.6387313959657966,0.6387313959657966
0.6459827935296022,0.6459827935296022
0.6546682219009776,0.6546682219009776
0.6439761658986998,0.6439761658986998
0.6423361138567646,0.6423361138567646
0.6459174215595748,0.6459174215595748
0.6359327838099404,0.6359327838099404
0.6475673911273548,0.6475673911273548
0.648950576373555,0.648950576373555
0.6550351235281051,0.6550351235281051
0.6451123058624776,0.6451123058624776
0.649288127610662,0.649288127610662
0.6509931839659452,0.6509931839659452
0.6554800991085192,0.6554800991085192
0.6569366943629948,0.6569366943629948
0.6566300189620742,0.6566300189620742
0.6473156993387527,0.6473156993387527
0.6513404692673155,0.6513404692673155
0.6574353510112767,0.6574353510112767
0.6605683670222857,0.6605683670222857
0.6605496271802316,0.6605496271802316
0.6613754071088691,0.6613754071088691
0.6569086259040712,0.6569086259040712
0.6555983556097338,0.6555983556097338
0.6631867209079896,0.6631867209079896
0.6637278762131402,0.6637278762131402
0.6631729453399597,0.6631729453399597
0.6629204338944701,0.6629204338944701
